classification,mapped_internal_status,automation_note,id,npdes_id,source,severity,description,internal_value,external_value,internal_source_table,internal_source_id,external_source_id,detected_at,reviewed_at,updated_at,dismiss_reason,review_notes,recurrence_count
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",4efbbb9c-6616-4220-a8ef-67aee1df2d8b,WV1018809,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,118d0779-7575-468a-83eb-24f6a4904b3b,81053f83-e410-42b7-92fa-2701a5b35ec0,2026-07-02T22:32:56.890561+00:00,,2026-07-02T22:32:56.890561+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",0fea9514-5693-44cd-ab4a-bb5b70320471,WV1018833,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,dfb464ce-7f04-4cf5-961f-09919201f017,2221c026-4d46-4171-b725-02228ab1e13f,2026-07-02T22:32:59.889448+00:00,,2026-07-02T22:32:59.889448+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",4442e603-5b7e-4a33-a227-16520dbc1b86,WV1018965,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,f34ee94e-c0b4-451d-924c-2c8f99461860,11e6db08-035f-4bed-b3c3-5fb77c725f67,2026-07-02T22:33:04.730119+00:00,,2026-07-02T22:33:04.730119+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",c74937dd-c226-4f93-85d5-05639e53da6a,WV1018965,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,f34ee94e-c0b4-451d-924c-2c8f99461860,11e6db08-035f-4bed-b3c3-5fb77c725f67,2026-07-03T03:23:51.270187+00:00,,2026-07-03T03:23:51.270187+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",79e9689e-96f1-4c86-9b21-3be9df6e2162,WV1021079,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,99a73681-e683-41e1-801e-d8d60d423ae7,e888f09e-9482-43b9-b6a6-b7e068732dea,2026-07-03T03:26:00.280146+00:00,,2026-07-03T03:26:00.280146+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",869e563b-d0bb-4d2a-bb35-71bdf3256645,WV1021079,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,99a73681-e683-41e1-801e-d8d60d423ae7,e888f09e-9482-43b9-b6a6-b7e068732dea,2026-07-02T22:33:14.296155+00:00,,2026-07-02T22:33:14.296155+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",c83adb07-98dc-42e9-a749-e7da2e127e40,WV1021095,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,a1f7ccda-98ce-40d5-b82f-f71fbc2f7476,e1962569-8fec-4ae7-8abf-7a9fb83f6d61,2026-07-02T22:33:17.50587+00:00,,2026-07-02T22:33:17.50587+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",b9e61634-aed2-4609-a121-57ae622b3a6c,WV1021249,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,6322083a-b194-4482-b1e0-c1231cf23cf7,7b37c61f-714d-448c-807d-6b55000ecdfd,2026-07-03T17:25:13.924411+00:00,,2026-07-03T17:25:13.924411+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",c58c7a63-2667-49ec-bbec-8644a25f214a,WV1021249,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,6322083a-b194-4482-b1e0-c1231cf23cf7,7b37c61f-714d-448c-807d-6b55000ecdfd,2026-07-02T22:33:22.617456+00:00,,2026-07-02T22:33:22.617456+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",c5f99387-337a-4b28-9cfd-55500c7cdda9,WV1021281,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,d13d47a6-aa18-48da-974d-d3547ad2e44f,0923fc6b-4c32-44f4-b044-9e83dea54436,2026-07-02T22:33:24.622882+00:00,,2026-07-02T22:33:24.622882+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",6c35a11d-06f1-45d4-b72a-7185eb70d203,WV1021338,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,26b54a2d-936e-46d8-9747-60b9e02ce3cc,176feb61-bdf6-4a85-a061-f89a3c6f8432,2026-07-02T22:33:28.203026+00:00,,2026-07-02T22:33:28.203026+00:00,,,1
one_click_align_candidate,administratively_continued,"Confirm permit lifecycle, then set internal status to administratively_continued.",f77a0a55-f848-4690-aad2-fe865558efb7,WV1021338,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Admin Continued""",active,Admin Continued,npdes_permits,26b54a2d-936e-46d8-9747-60b9e02ce3cc,176feb61-bdf6-4a85-a061-f89a3c6f8432,2026-07-03T14:36:41.6024+00:00,,2026-07-03T14:36:41.6024+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",4c4efd38-83c4-453b-9fed-2620ceb2cc26,WV1023781,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,6c28c9ff-53cf-469d-b201-8edeef917603,9ffc1a49-230b-470d-8a42-4b0124ce8604,2026-07-02T22:33:39.835003+00:00,,2026-07-02T22:33:39.835003+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",66e92bd3-f77b-4b6f-8c46-9acc473bd07a,WV1024124,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,7e3e5d6b-efdf-47af-99b6-6f5e5624362c,a471d3a9-2f90-496a-ae1a-85eec6ff9253,2026-07-02T22:33:48.977472+00:00,,2026-07-02T22:33:48.977472+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",4bea37c1-99bd-4633-9329-11a42cd201e9,WV1024132,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,0b94e935-0409-4222-abc9-7a06c6036303,eb3ea94e-dfd3-4e1c-82b4-a60bb56c314e,2026-07-03T17:24:10.407494+00:00,,2026-07-03T17:24:10.407494+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",82905820-7505-4f8e-8224-c65649b78879,WV1024132,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,0b94e935-0409-4222-abc9-7a06c6036303,eb3ea94e-dfd3-4e1c-82b4-a60bb56c314e,2026-07-02T22:33:52.020272+00:00,,2026-07-02T22:33:52.020272+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",e2613fc1-9701-4936-980a-dcf74b0341b2,WV1024159,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,bcd706ce-402d-431b-b59b-a05b0a1090bc,aaab4a0b-2b57-41c8-b7a9-5538314ddca5,2026-07-02T22:33:55.16207+00:00,,2026-07-02T22:33:55.16207+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",8d82b833-a934-41bc-b70d-8e16aa3b1c3d,WV1024442,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,5223ea59-396f-4cb3-93b4-a20eac17d2c7,97c3c319-d81f-424f-8175-29f2320a686f,2026-07-02T22:34:07.566518+00:00,,2026-07-02T22:34:07.566518+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",da308a7e-7735-4179-b703-337da4b232da,WV1025929,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,907ca6fb-c475-454c-aa07-3bdd30241c30,f933deb0-223a-460d-9512-a9c4c1e774a3,2026-07-03T17:22:04.114199+00:00,,2026-07-03T17:22:04.114199+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",683e8ce6-f4ed-4ff3-b409-0aefdd332122,WV1025929,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,907ca6fb-c475-454c-aa07-3bdd30241c30,f933deb0-223a-460d-9512-a9c4c1e774a3,2026-07-02T22:34:13.937099+00:00,,2026-07-02T22:34:13.937099+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",992e5bef-8dd8-40d7-b6f0-242ee6878a5f,WV1026003,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,347ea8d0-9841-48e2-929c-cbd2e504575d,93f14a9c-04c2-4c71-9e6c-0f35b8b102cd,2026-07-02T22:34:16.616721+00:00,,2026-07-02T22:34:16.616721+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",dc8ec259-8d5c-4528-a771-306bafca2c32,WV1026488,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,bba5441b-2a95-4925-89b4-2881df7dbc45,8e3015ef-efa1-4606-9b6b-1cd4fd1b20b9,2026-07-02T22:34:21.783298+00:00,,2026-07-02T22:34:21.783298+00:00,,,1
one_click_align_candidate,expired,"Confirm permit lifecycle, then set internal status to expired.",36eb40a9-0b72-40c4-8778-ec434c69d029,WV1026488,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Expired""",active,Expired,npdes_permits,bba5441b-2a95-4925-89b4-2881df7dbc45,8e3015ef-efa1-4606-9b6b-1cd4fd1b20b9,2026-07-03T03:28:15.760399+00:00,,2026-07-03T03:28:15.760399+00:00,,,1
